DateKey,AreaID,LocationID,Día,Noche,Tarde
20250101,A004,L009,28144.47,57891.75,40725.82
20250101,A005,L016,10521.539999999999,29526.36,13331.98
20250101,A006,L016,3878.61,0.0,0.0
20250101,A008,L006,1302.4,1594.63,0.0
20250101,A009,L006,0.0,0.0,2104.03
20250101,A010,L005,0.0,22753.510000000002,24053.739999999998
20250101,A012,L015,0.0,9605.880000000001,0.0
20250101,A013,L007,801.21,3014.26,8916.46
20250101,A017,L013,29029.36,20294.13,21092.27
20250102,A004,L009,29444.43,30854.3,19219.649999999998
20250102,A005,L016,9777.94,15805.369999999999,8557.0
20250102,A006,L016,1665.54,0.0,0.0
20250102,A008,L006,6854.5599999999995,0.0,12695.619999999999
20250102,A009,L006,11301.27,4940.37,1074.19
20250102,A010,L005,7731.870000000001,4815.22,11234.5
20250102,A013,L007,0.0,0.0,1006.72
20250102,A017,L013,28228.16,32863.46,27413.64
20250103,A004,L009,33114.62,36592.18,15044.2
20250103,A005,L016,13521.86,30867.29,22045.84
20250103,A006,L016,1362.99,0.0,0.0
20250103,A008,L006,0.0,15008.34,3091.22
20250103,A009,L006,0.0,0.0,4087.5299999999997
20250103,A010,L005,2391.37,4496.02,6239.4
20250103,A012,L015,0.0,9456.82,6696.81
20250103,A013,L007,0.0,6109.11,2318.37
20250103,A017,L013,3272.56,52183.240000000005,26377.0
20250104,A004,L009,35209.03,41870.41,50262.729999999996
20250104,A005,L016,17494.7,9271.4,3731.42
20250104,A006,L016,8327.36,8268.57,10990.91
20250104,A008,L006,28555.809999999998,9399.91,10463.670000000002
20250104,A009,L006,0.0,13943.39,5679.54
20250104,A010,L005,0.0,8416.46,14936.02
20250104,A012,L015,6965.4,10649.64,0.0
20250104,A013,L007,0.0,1984.53,0.0
20250104,A017,L013,12900.71,17872.01,22591.08
20250105,A004,L009,34602.11,34291.28,35827.37
20250105,A005,L016,7312.24,22543.489999999998,4578.36
20250105,A006,L016,0.0,6866.85,0.0
20250105,A008,L006,8176.89,8884.56,9735.08
20250105,A009,L006,1914.29,4833.88,6346.21
20250105,A010,L005,16301.9,10766.65,22362.010000000002
20250105,A012,L015,2076.47,0.0,4234.16
